,content,label,token
42,在文化旅游产品的纵向延伸方面，除了传统的交通、旅行社、住宿、餐饮等支持系统，文化旅游投资方、建设方和经营管理方，如银行、保险公司、娱乐休闲公司、票务公司、个人服务提供商、零售商等都是直接受益者。另有一大批间接从文化旅游消费中获益的行业，如服装、出版印刷、文化设施设备制造、批发、旅行基础设施与设备、通信、培训公司和机构等。,1,在 文化 旅游 产品 的 纵向 延伸 方面 除了 传统 的 交通 旅行社 住宿 餐饮 等 支持系统 文化 旅游 投资方 建设 方 和 经营 管理方 如 银行 保险公司 娱乐 休闲 公司 票务 公司 个人 服务提供商 零售商 等 都 是 直接 受益者 另有 一大批 间接 从 文化 旅游 消费 中 获益 的 行业 如 服装 出版 印刷 文化 设施 设备 制造 批发 旅行 基础设施 与 设备 通信 培训 公司 和 机构 等
43,文化旅游产业化发展覆盖面广，对服务业的关联带动作用大，有利于优化产业结构，推进供给侧结构性改革。,1,文化 旅游 产业化 发展 覆盖面广 对 服务业 的 关联 带动 作用 大 有利于 优化 产业结构 推进 供给 侧 结构性 改革
44,文化旅游产业化发展促进旅游要素子行业深度开发,1,文化 旅游 产业化 发展 促进 旅游 要素 子 行业 深度 开发
45,以住宿业为例，当人们把不同风格与形式的住宿也作为一种有趣的旅游消费选择时，住宿就在其基本功能基础上，被赋予了文化含义。,1,以 住宿 业为 例当 人们 把 不同 风格 与 形式 的 住宿 也 作为 一种 有趣 的 旅游 消费 选择 时 住宿 就 在 其 基本功能 基础 上 被 赋予 了 文化 含义
46,人们对住宿的选择越来越多样化，如欧洲度假旅游者，有32%选择住饭店、旅馆、汽车旅馆，21%选择住亲友家，17%选择租用别墅、木屋，16%选择野营、房车和活动房，5%选择民宿，1%选择船或游轮。而不同形式、风格、构造的住宿越来越成为人们的旅游目的，甚至成为时尚，如各种主题酒店、民宿，以及冰屋、雪屋、树屋、洞居、帐篷，等等。,1,人们 对 住宿 的 选择 越来越 多样化 如 欧洲 度假 旅游者 有 NUM 选择 住 饭店 旅馆 汽车旅馆 NUM 选择 住 亲友 家 NUM 选择 租用 别墅 木屋 NUM 选择 野营 房车 和 活动房 NUM 选择 民宿 NUM 选择 船 或 游轮 而 不同 形式 风格 构造 的 住宿 越来越 成为 人们 的 旅游 目的 甚至 成为 时尚 如 各种 主题 酒店 民宿 以及 冰屋 雪屋 树屋 洞居 帐篷 等等
47,现代科学技术和文化创意的发展对文化旅游产业影响加大,1,现代 科学技术 和 文化 创意 的 发展 对 文化 旅游 产业 影响 加大
48,云计算、物联网、大数据等现代信息技术在文化旅游业发展中得到广泛应用，现代主题公园成为科技和文化在旅游领域的比武擂台，有的单个主题公园吸引的游客量甚至超过一个中等城市的旅游接待量。有的旅游演艺全年的观众数超过一个省全部专业团体演出的观众数。,1,云 计算 物 联网 大 数据 等 现代 信息技术 在 文化 旅游业 发展 中 得到 广泛应用 现代 主题公园 成为 科技 和 文化 在 旅游 领域 的 比武 擂台 有 的 单个 主题公园 吸引 的 游客量 甚至 超过 一个 中等城市 的 旅游 接待量 有 的 旅游 演艺 全年 的 观众 数 超过 一个 省 全部 专业 团体 演出 的 观众 数
49,文化旅游产业化发展是一片蓝海，它不仅吸引旅游文创专门人才和各类高端人才的加入，也在催化各类新型、跨界人才与技术的创新发展。可以说，我国文化旅游产业化发展天地广阔，潜力无穷。,1,文化 旅游 产业化 发展 是 一片 蓝海 它 不仅 吸引 旅游 文创 专门人才 和 各类 高端 人才 的 加入 也 在 催化 各类 新型 跨界 人才 与 技术 的 创新 发展 可以 说 我国 文化 旅游 产业化 发展 天地 广阔 潜力 无穷
50,张栋来源：中国青年报（2017年12月14日08版）,1,张栋 来源 中国青年报 NUM 年 NUM 月 NUM 日 NUM 版
51,10月29日，祁连山国家公园管理局揭牌仪式在甘肃兰州举行，这标志着祁连山国家公园体制试点工作步入新的建设阶段。国家林业和草原局局长张建龙、甘肃省省长唐仁健为祁连山国家公园管理局揭牌。,1,NUM 月 NUM 日 祁连山 国家 公园 管理局 揭牌 仪式 在 甘肃兰州 举行 这 标志 着 祁连山 国家 公园 体制 试点工作 步入 新 的 建设 阶段 国家 林业 和 草原 局局长 张建龙 甘肃省 省长 唐仁 健为 祁连山 国家 公园 管理局 揭牌
52,据了解，祁连山是我国西部重要的生态安全屏障，是黄河流域重要水源产流地，是我国生物多样性保护优先区域。祁连山国家公园试点区总面积5.02万平方公里，森林、草原、荒漠、湿地生态系统均有分布。祁连山国家公园试点工作启动以来，中央有关部门和相关省区密切配合、迅速行动，切实把《祁连山国家公园体制试点方案》建设任务落到实处，试点工作取得了阶段性成果。,1,据 了解 祁连山 是 我国 西部 重要 的 生态 安全 屏障 是 黄河流域 重要 水源 产流 地是 我国 生物 多样性 保护 优先 区域 祁连山 国家 公园 试点区 总面积 NUM 万平方公里 森林草原 荒漠 湿地 生态系统 均 有 分布 祁连山 国家 公园 试点工作 启动 以来 中央 有关 部门 和 相关 省区 密切配合 迅速行动 切实 把 祁连山 国家 公园 体制 试点 方案 建设 任务 落到实处 试点工作 取得 了 阶段性 成果
53,国家林业和草原局副局长李春良在揭牌仪式上指出，国家林业和草原局将会同有关部门和甘肃、青海两省采取最严格的保护措施，制定最严格的保护制度，推进祁连山国家公园建设。要注重协调发展，合理布局游憩体验线路，完善科普宣教设施设备，为公众提供亲近自然、体验自然、了解自然的机会。着力科研宣教，搭建学术交流和合作发展平台，建设祁连山国家公园生态文化新高地。优先安排原住居民特别是建档立卡贫困人口从事国家公园日常巡护等工作，让当地百姓在参与国家公园建设中受益，实现全民公益性。,1,国家 林业 和 草原 局 副局长 李春良 在 揭牌 仪式 上 指出 国家 林业 和 草原 局将 会同 有关 部门 和 甘肃 青海 两省 采取 最 严格 的 保护措施 制定 最 严格 的 保护 制度 推进 祁连山 国家 公园 建设 要 注重 协调 发展 合理布局 游憩 体验 线路 完善 科普 宣教 设施 设备 为 公众 提供 亲近 自然 体验 自然 了解 自然 的 机会 着力 科研 宣教 搭建 学术交流 和 合作 发展 平台 建设 祁连山 国家 公园 生态 文化 新高 地 优先 安排 原住 居民 特别 是 建档立卡 贫困人口 从事 国家 公园 日常 巡护 等 工作 让 当地 百姓 在 参与 国家 公园 建设 中 受益 实现 全民 公益性
54,2016年10月28日07:41来源:大河网-大河报记者魏国剑,1,NUM 年 NUM 月 NUM 日 NUM NUM 来源 大河网 大河 报 记者 魏国 剑
55,“昆明腾冲瑞丽芒市三飞六日游仅需199元”，而且“五星级酒店加温泉”，还“买一送一”，这样的“便宜得不要不要的”旅游线路，是不是很有诱惑力？先别激动，想想这个价格够不够酒店一晚的房费，想想“天上不会掉馅饼”，想想新闻报道的青岛“天价大虾事件”、云南“导游辱骂游客”事件，你就会明白，这个“低价游”肯定是个“坑”。,0,昆明 腾冲 瑞丽 芒市 三飞 六日游 仅 需 NUM 元 而且 五星级 酒店 加 温泉 还 买一送一 这样 的 便宜 得 不要 不要 的 旅游 线路 是不是 很 有 诱惑力 先 别 激动 想想 这个 价格 够不够 酒店 一晚 的 房费 想想 天上 不会 掉 馅饼 想想 新闻报道 的 青岛 天价 大虾 事件 云南 导游 辱骂 游客 事件 你 就 会 明白 这个 低价 游 肯定 是 个 坑
56,昨天下午，省旅游局召开“整治‘不合理低价游’专项行动”全省电视电话会，安排部署我省整治旅游市场不合理低价游专项行动。省旅游局副局长朱建伟特别提到，不合理低价游是一些地方旅游市场乱象的“百病之源”，“组团社低价揽客→地接社‘买团抢客’→导游胁迫游客消费赚‘返点’来‘填坑’，是当前旅行社行业内存在的一种畸形‘产品链’。低于成本价销售的产品，又要为企业赢取利润，那就只能‘堤内损失堤外补’，结果必然导致服务质量下降。”朱建伟说，规范有序的市场秩序是广大游客的“众望所归”，而规范旅游市场秩序，就要从整治不合理低价游入手，切除扰乱旅游市场秩序这个“病源”，重点是解决社会和游客反映强烈的欺行霸市、虚假广告、价格欺诈、非法经营、欺客宰客、强迫消费等问题。,1,昨天下午 省 旅游局 召开 整治 不合理 低价 游 专项 行动 全省 电视电话 会 安排 部署 我省 整治 旅游 市场 不合理 低价 游 专项 行动 省 旅游局 副局长 朱建伟 特别 提到 不合理 低价 游是 一些 地方 旅游 市场 乱象 的 百病 之源 组团社 低价 揽客 地接社 买团 抢客 导游 胁迫 游客 消费 赚 返点 来 填坑 是 当前 旅行社 行业 内 存在 的 一种 畸形 产品链 低于 成本价 销售 的 产品 又 要 为 企业 赢取 利润 那 就 只能 堤内 损失 堤外 补 结果 必然 导致 服务质量 下降 朱建伟 说 规范 有序 的 市场秩序 是 广大 游客 的 众望所归 而 规范 旅游 市场秩序 就要 从 整治 不合理 低价 游 入手 切除 扰乱 旅游 市场秩序 这个 病源 重点 是 解决 社会 和 游客 反映 强烈 的 欺行霸市 虚假 广告 价格 欺诈 非法经营 欺客 宰客 强迫 消费 等 问题
57,根据《河南省旅游局组织开展整治“不合理低价游”专项行动方案》，各地旅游主管部门将会同价格主管部门制定当地旅游团队日均最低消费参考价及旅游产品诚信指导价，向社会公布；并将会同工商、网监等部门对综合旅游网站、旅行社网站、旅游在线预订服务网站、旅游景点网站和网站旅游频道、旅游网站APP以及媒体等进行摸底，清理、查处、关闭一批违法违规和严重失信发布不合理低价游信息的旅游网站和广告。,1,根据 河南省旅游局 组织 开展 整治 不合理 低价 游 专项 行动 方案 各地 旅游 主管部门 将 会同 价格 主管部门 制定 当地 旅游 团队 日均 最低 消费 参考价 及 旅游 产品 诚信 指导价 向 社会 公布 并 将 会同 工商网 监等 部门 对 综合 旅游 网站 旅行社 网站 旅游 在线 预订 服务 网站 旅游景点 网站 和 网站 旅游 频道 旅游 网站 ENG 以及 媒体 等 进行 摸底 清理 查处 关闭 一批 违法 违规 和 严重 失信 发布 不合理 低价 游 信息 的 旅游 网站 和 广告
58,严查旅行社为招徕、组织旅游者发布的低价信息，以及虚假宣传、误导旅游者等行为。打击旅行社以不合理的低价组织旅游活动，诱骗旅游者，通过安排购物或者另行付费旅游项目获取不正当利益等行为。严查组团社向接受委托的旅行社支付低于接待和服务成本的费用，接受委托的旅行社接待不支付或者不足额支付接待和服务费用的旅游团队等行为。打击旅行社要求导游人员和领队人员接待不支付接待和服务费用或者支付的费用低于接待和服务成本的旅游团队，要求导游人员和领队人员承担接待旅游团队的相关费用等行为。严查旅行社不与旅游者签订合同或者签订虚假合同的行为，以及旅行社委托其他旅行社代理销售包价旅游产品，未与旅游者订立包价旅游合同，未在包价旅游合同中载明委托书和代理社基本信息等行为……“整治‘不合理低价游’专项行动方案里的多处‘严查’，将使‘不合理低价游’没有藏身之地。”一名参加会议的旅行社代表说。,1,严查 旅行社 为 招徕 组织 旅游者 发布 的 低价 信息 以及 虚假 宣传 误导 旅游者 等 行为 打击 旅行社 以 不合理 的 低价 组织 旅游 活动 诱骗 旅游者 通过 安排 购物 或者 另行 付费 旅游 项目 获取 不 正当 利益 等 行为 严查 组团社 向 接受 委托 的 旅行社 支付 低于 接待 和 服务 成本 的 费用 接受 委托 的 旅行社 接待 不 支付 或者 不 足额 支付 接待 和 服务 费用 的 旅游 团队 等 行为 打击 旅行社 要求 导游 人员 和 领队 人员 接待 不 支付 接待 和 服务 费用 或者 支付 的 费用 低于 接待 和 服务 成本 的 旅游 团队 要求 导游 人员 和 领队 人员 承担 接待 旅游 团队 的 相关 费用 等 行为 严查 旅行社 不 与 旅游者 签订合同 或者 签订 虚假 合同 的 行为 以及 旅行社 委托 其他 旅行社 代理 销售 包价 旅游 产品 未 与 旅游者 订立 包价 旅游 合同 未 在 包价 旅游 合同 中 载明 委托书 和 代理 社 基本 信息 等 行为 整治 不合理 低价 游 专项 行动 方案 里 的 多处 严查 将 使 不合理 低价 游 没有 藏身 之地 一名 参加 会议 的 旅行社 代表 说
